year,modelId,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,horsepower_engine,torque_engine,highway_mpg,city_mpg,make,condition,bodyStyle,configuration_engine,type_engine,name_transmission,drivenWheels,market_categories
2024,2468.0,11.0,41401,4.0,2.5,281.0,311.0,27.0,19.0,15,1,8,3,4,9,0,2
2024,2304.0,,54115,6.0,3.8,291.0,262.0,24.0,19.0,15,1,7,0,4,9,0,2
2024,1058.0,,22590,4.0,2.0,147.0,132.0,41.0,32.0,15,1,6,3,4,11,2,59
2024,1058.0,,23125,4.0,2.0,147.0,132.0,41.0,32.0,15,1,6,3,4,11,2,59
2023,1058.0,6752.0,20058,4.0,2.0,147.0,132.0,40.0,30.0,15,2,6,3,4,11,2,59
2024,1058.0,,25075,4.0,2.0,147.0,132.0,40.0,31.0,15,1,6,3,4,11,2,59
2024,1058.0,,25075,4.0,2.0,147.0,132.0,40.0,31.0,15,1,6,3,4,11,2,59
2024,2326.0,,23705,4.0,1.6,121.0,113.0,33.0,29.0,15,1,2,3,4,11,2,19
2023,2451.0,9.0,39260,4.0,1.6,226.0,,30.0,33.0,15,1,7,3,5,5,0,24
2020,1279.0,54845.0,45706,8.0,5.3,355.0,383.0,22.0,16.0,7,2,8,0,4,0,1,3
2017,1279.0,74323.0,31212,8.0,5.3,355.0,383.0,20.0,15.0,7,2,8,0,4,5,1,59
2024,894.0,5.0,64501,6.0,3.5,437.0,583.0,22.0,19.0,37,1,8,0,5,0,1,23
2024,2304.0,,46544,6.0,3.8,291.0,262.0,26.0,19.0,15,1,7,0,4,9,2,2
2020,999.0,60936.0,38795,8.0,6.2,385.0,430.0,,,11,2,8,0,3,5,1,14
2012,1058.0,112852.0,9788,4.0,1.8,,,38.0,28.0,15,2,6,3,4,13,2,59
2023,2082.0,2926.0,32998,4.0,2.0,221.0,258.0,34.0,25.0,26,2,7,3,4,9,2,31
2019,1911.0,43552.0,39897,6.0,3.5,308.0,,28.0,31.0,21,2,7,0,5,11,0,53
2024,1916.0,,54280,4.0,2.5,215.0,,44.0,43.0,21,1,6,3,5,11,2,52
2020,1491.0,24679.0,22498,6.0,3.5,284.0,259.0,27.0,20.0,28,2,7,0,4,11,2,0
2024,2267.0,,39105,4.0,2.0,181.0,,41.0,43.0,21,1,2,3,5,11,2,53
2022,2052.0,21166.0,30898,4.0,2.0,228.0,251.0,28.0,21.0,2,2,7,3,4,9,0,31
2024,1916.0,7.0,55305,4.0,2.5,215.0,,44.0,43.0,21,1,6,3,5,11,2,52
2024,2409.0,10.0,41254,4.0,1.6,226.0,258.0,36.0,37.0,15,1,7,3,5,5,0,24
2024,2409.0,10.0,40100,4.0,1.6,226.0,258.0,36.0,37.0,15,1,7,3,5,5,0,24
2022,2248.0,17077.0,20382,4.0,1.6,122.0,114.0,36.0,31.0,28,2,2,3,4,11,2,19
2023,1487.0,1.0,29456,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2021,2312.0,50457.0,48842,6.0,3.0,473.0,442.0,19.0,14.0,3,2,7,3,4,9,0,38
2023,1487.0,5.0,29839,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,,31790,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,6.0,29714,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2016,2066.0,70000.0,19888,4.0,2.0,220.0,258.0,33.0,25.0,38,2,3,3,4,5,2,58
2023,1505.0,4.0,35725,6.0,3.5,300.0,261.0,30.0,20.0,28,1,6,0,4,11,2,57
2021,1511.0,81075.0,17888,4.0,2.5,188.0,180.0,37.0,27.0,28,0,6,3,4,11,2,59
2023,1511.0,8968.0,24562,4.0,2.5,188.0,180.0,37.0,27.0,28,0,6,3,4,11,2,59
2024,1511.0,1.0,29094,4.0,2.5,188.0,180.0,37.0,27.0,28,1,6,3,4,11,2,59
2024,1501.0,4.0,39723,6.0,3.8,310.0,281.0,23.0,18.0,28,1,8,0,4,10,1,59
2023,1501.0,11.0,36775,6.0,3.8,310.0,281.0,24.0,18.0,28,1,8,0,4,10,3,59
2023,938.0,127.0,58975,4.0,2.3,300.0,325.0,,,11,1,7,3,4,13,1,59
2023,938.0,4657.0,49000,4.0,2.3,300.0,325.0,,,11,0,7,3,4,13,1,59
2023,1487.0,5.0,37750,3.0,1.5,201.0,225.0,36.0,29.0,28,1,2,3,4,11,2,0
2023,1487.0,5.0,35135,3.0,1.5,201.0,225.0,36.0,29.0,28,1,2,3,4,11,2,0
2023,1508.0,443.0,51960,8.0,5.6,400.0,413.0,19.0,14.0,28,1,7,0,4,7,3,59
2023,1487.0,6.0,31756,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2017,1276.0,49590.0,32850,8.0,5.3,355.0,383.0,23.0,16.0,7,2,7,0,3,5,3,18
2021,2092.0,39456.0,20000,4.0,1.8,141.0,127.0,34.0,28.0,14,2,2,3,4,11,2,0
2023,975.0,1828.0,26580,3.0,1.5,180.0,199.0,34.0,27.0,11,1,7,3,4,9,2,0
2023,1508.0,,56095,8.0,5.6,400.0,413.0,19.0,14.0,28,1,7,0,4,7,3,59
2023,1487.0,6.0,29861,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2015,1526.0,64006.0,33492,8.0,6.2,420.0,460.0,21.0,15.0,6,2,7,0,3,9,1,43
2021,1710.0,65879.0,48000,8.0,6.4,410.0,429.0,,,32,2,8,0,4,9,1,3
2019,1487.0,44207.0,21807,4.0,2.5,170.0,175.0,32.0,25.0,28,2,2,3,4,11,0,0
2021,1131.0,52323.0,22791,4.0,1.5,170.0,203.0,30.0,26.0,12,2,7,3,4,10,2,0
2023,957.0,868.0,63450,,,,,,,11,1,8,0,8,0,1,59
2024,955.0,12.0,36575,4.0,2.0,250.0,280.0,28.0,21.0,11,1,7,3,4,9,0,59
2022,1252.0,42082.0,22842,4.0,1.5,170.0,203.0,30.0,25.0,7,2,7,3,4,5,0,0
2023,975.0,12.0,30710,3.0,1.5,180.0,199.0,34.0,27.0,11,1,7,3,4,9,2,0
2024,880.0,,41279,4.0,2.5,203.0,184.0,33.0,25.0,37,1,7,3,4,9,0,0
2022,886.0,29891.0,41750,6.0,3.5,295.0,263.0,27.0,20.0,37,0,7,0,4,9,0,0
2024,2563.0,,51049,4.0,2.5,236.0,,41.0,42.0,37,1,6,3,5,11,0,23
2024,880.0,,41279,,,,,,,37,1,7,4,8,13,4,59
2024,909.0,,24774,,,,,,,37,1,6,4,8,13,4,59
2024,880.0,4.0,36765,4.0,2.5,203.0,184.0,33.0,25.0,37,1,7,3,4,9,0,0
2024,2563.0,3.0,40023,4.0,2.5,236.0,,41.0,42.0,37,1,6,3,5,11,0,23
2024,2449.0,,30619,,,,,,,37,1,2,4,8,13,4,59
2024,2449.0,,30619,,,,,,,37,1,2,4,8,13,4,59
2023,1508.0,8245.0,45950,8.0,5.6,400.0,413.0,18.0,13.0,28,2,7,0,4,7,1,59
2024,2119.0,,43704,4.0,2.5,219.0,,38.0,41.0,37,1,7,3,5,11,0,24
2024,1279.0,3.0,39563,,,,,,,7,1,8,4,8,13,4,59
2024,1279.0,3.0,52994,,,,,,,7,1,8,4,8,13,4,59
2023,2252.0,14.0,86350,6.0,3.5,400.0,480.0,22.0,16.0,11,1,7,0,4,0,1,57
2024,955.0,14.0,35420,4.0,2.0,250.0,280.0,28.0,21.0,11,1,7,3,4,9,0,0
2016,1512.0,44580.0,11122,4.0,1.8,130.0,128.0,,,28,2,6,3,4,13,2,59
2023,2371.0,5.0,37420,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2018,1881.0,55079.0,29971,4.0,2.0,252.0,273.0,25.0,20.0,31,2,7,3,4,7,0,31
2023,957.0,5.0,46025,,,,,,,11,1,8,0,3,0,3,26
2023,957.0,9042.0,59000,,,,,,,11,0,8,0,8,0,1,59
2023,1133.0,1.0,41565,4.0,2.0,228.0,258.0,29.0,22.0,12,1,7,3,4,10,2,0
2020,1240.0,43157.0,50997,8.0,5.3,355.0,383.0,21.0,14.0,7,2,7,0,3,5,1,18
2024,1276.0,,67120,,,,,,,7,1,7,4,8,13,4,59
2023,1505.0,44.0,39467,6.0,3.5,300.0,261.0,30.0,20.0,28,1,6,0,4,11,2,57
2022,1511.0,35758.0,20374,4.0,2.5,188.0,180.0,37.0,27.0,28,0,6,3,4,11,2,59
2024,1511.0,,26202,4.0,2.5,188.0,180.0,37.0,27.0,28,1,6,3,4,11,2,59
2024,1279.0,2.0,46445,4.0,2.7,310.0,430.0,17.0,16.0,7,1,8,3,4,9,1,3
2024,1279.0,3.0,44945,4.0,2.7,310.0,430.0,17.0,16.0,7,1,8,3,4,9,1,3
2021,1279.0,80488.0,27998,6.0,4.3,285.0,305.0,21.0,16.0,7,2,8,0,3,5,3,11
2021,1279.0,47448.0,44449,8.0,5.3,355.0,383.0,21.0,16.0,7,2,8,0,4,0,1,59
2024,1145.0,,70865,6.0,3.0,305.0,495.0,23.0,21.0,12,1,8,3,0,0,1,3
2023,957.0,4.0,65205,,,,,,,11,1,8,0,3,0,1,59
2023,957.0,2927.0,48410,,,,,,,11,1,8,0,3,0,1,59
2023,2371.0,1174.0,30435,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2023,2248.0,32.0,19995,4.0,1.6,122.0,114.0,36.0,31.0,28,1,2,3,4,11,2,19
2023,1122.0,8.0,88435,8.0,6.2,420.0,460.0,18.0,14.0,12,1,7,0,4,0,1,4
2023,938.0,5240.0,91000,6.0,3.0,418.0,440.0,16.0,15.0,11,2,7,0,4,0,1,59
2018,957.0,83229.0,25000,,,,,,,11,2,8,0,4,13,3,59
2023,957.0,5.0,47630,6.0,,,,,,11,1,8,0,8,0,1,59
2024,1122.0,6.0,85820,,,,,,,12,1,7,4,8,13,4,59
2024,1122.0,7.0,93160,,,,,,,12,1,7,4,8,13,4,59
2024,1145.0,7.0,51707,,,,,,,12,1,8,4,8,13,4,59
2022,909.0,20135.0,16999,4.0,1.8,139.0,126.0,38.0,30.0,37,2,6,3,4,11,2,59
2015,2063.0,45785.0,20499,6.0,3.7,330.0,270.0,26.0,18.0,16,2,6,0,4,7,3,55
2017,1667.0,108931.0,7649,4.0,1.4,150.0,184.0,38.0,28.0,38,2,6,3,4,5,2,59
2020,1512.0,37809.0,14899,4.0,2.0,149.0,146.0,39.0,29.0,28,2,6,3,4,11,2,59
2017,1419.0,83081.0,16399,6.0,3.6,295.0,260.0,26.0,19.0,9,2,7,0,4,9,3,0
2017,908.0,71326.0,28495,6.0,4.0,270.0,278.0,21.0,17.0,37,2,7,0,4,3,3,59
2017,1709.0,22048.0,26998,6.0,3.6,280.0,260.0,,,32,2,5,0,4,5,2,3
2005,1270.0,53930.0,19398,,,,,,,7,2,1,4,8,13,4,59
2020,957.0,80265.0,31589,,,,,,,11,2,8,0,8,13,1,14
2014,1236.0,54099.0,16299,6.0,3.6,323.0,278.0,28.0,17.0,7,2,1,0,4,6,3,57
2022,2436.0,16457.0,25799,4.0,2.7,310.0,348.0,22.0,19.0,7,2,8,3,4,9,3,59
2022,1737.0,21208.0,13489,4.0,2.0,147.0,132.0,33.0,28.0,19,2,2,3,4,11,2,59
2019,2301.0,44164.0,27190,0.0,,,,,,2,2,7,4,1,1,0,31
2023,1511.0,26380.0,18990,4.0,2.5,188.0,180.0,37.0,27.0,28,2,6,3,4,11,2,59
2017,1042.0,93228.0,22299,6.0,3.0,340.0,332.0,23.0,17.0,20,2,7,0,4,9,1,32
2021,898.0,36339.0,27199,4.0,2.5,208.0,,47.0,44.0,37,2,6,3,5,11,2,23
2022,856.0,27688.0,25299,4.0,1.5,192.0,192.0,38.0,30.0,14,2,6,3,4,11,2,57
2020,862.0,34544.0,19182,4.0,2.0,158.0,138.0,37.0,29.0,14,2,6,3,4,11,2,59
2020,969.0,64824.0,19942,4.0,2.3,310.0,350.0,30.0,21.0,11,2,1,3,4,6,3,57
2020,2224.0,24664.0,18168,4.0,2.0,147.0,132.0,33.0,27.0,15,2,7,3,4,5,2,0
2020,969.0,37505.0,22199,4.0,2.3,310.0,350.0,28.0,20.0,11,2,0,3,4,6,3,57
2015,856.0,79170.0,15999,6.0,3.5,278.0,252.0,34.0,21.0,14,2,6,0,4,5,2,59
2016,1737.0,92913.0,9392,4.0,2.0,164.0,151.0,31.0,24.0,19,2,2,3,4,5,2,59
2018,975.0,78840.0,11449,4.0,2.5,168.0,170.0,29.0,21.0,11,2,7,3,4,5,2,0
2019,1711.0,65159.0,28940,6.0,3.6,305.0,269.0,25.0,20.0,32,2,8,0,6,9,3,59
2020,1236.0,39638.0,35299,8.0,6.2,455.0,455.0,24.0,16.0,7,2,1,0,4,6,3,20
2021,867.0,45438.0,24299,4.0,1.5,190.0,179.0,34.0,28.0,14,2,7,3,4,11,2,0
2021,2217.0,44122.0,29599,0.0,,,,,,36,2,6,4,1,1,3,55
2021,2357.0,22763.0,34423,0.0,,,,,,36,2,2,4,1,1,3,32
2019,1617.0,65807.0,20699,6.0,3.0,300.0,295.0,27.0,19.0,16,2,6,0,4,7,0,59
2018,1058.0,43196.0,13999,4.0,1.6,201.0,195.0,,,15,2,6,3,4,13,2,59
2019,856.0,50771.0,22215,4.0,1.5,192.0,192.0,35.0,29.0,14,2,6,3,4,11,2,57
2019,1408.0,48262.0,17999,4.0,2.4,180.0,171.0,31.0,22.0,18,2,7,3,4,10,2,0
2022,1496.0,22917.0,26599,6.0,3.5,260.0,240.0,28.0,20.0,28,2,7,0,4,11,2,0
2018,862.0,59778.0,21999,4.0,1.5,174.0,162.0,40.0,31.0,14,2,3,3,4,11,2,58
2022,865.0,41493.0,28199,6.0,3.5,280.0,262.0,27.0,20.0,14,2,7,0,4,10,2,2
2009,1790.0,60253.0,9179,4.0,2.4,158.0,162.0,28.0,22.0,33,2,9,3,4,13,2,59
2020,1131.0,73769.0,16399,4.0,1.5,170.0,203.0,30.0,26.0,12,2,7,3,4,10,2,0
2019,969.0,41369.0,20224,4.0,2.3,310.0,350.0,31.0,21.0,11,2,1,3,4,6,3,57
2013,1056.0,73131.0,11999,6.0,3.3,290.0,252.0,25.0,18.0,15,2,7,0,4,5,2,0
2015,2084.0,21224.0,13949,0.0,,,,,,26,2,3,4,1,1,2,44
2020,856.0,47959.0,19699,4.0,1.5,192.0,192.0,38.0,30.0,14,2,6,3,4,11,2,57
2020,1711.0,41182.0,38699,6.0,3.6,305.0,269.0,24.0,19.0,32,2,8,0,6,9,1,3
2021,2369.0,27200.0,24628,4.0,1.6,180.0,195.0,,,19,2,6,3,4,9,4,59
2018,1279.0,50668.0,30330,,,,,,,7,2,8,0,8,5,3,11
2019,1020.0,32803.0,20927,4.0,2.0,208.0,258.0,37.0,24.0,26,2,6,3,4,7,2,30
2017,1415.0,49990.0,18499,6.0,3.6,295.0,260.0,26.0,19.0,18,2,7,0,3,9,3,59
2017,2149.0,49773.0,21282,4.0,2.0,200.0,151.0,32.0,24.0,37,2,1,2,4,5,3,57
2017,2066.0,58403.0,16907,4.0,2.0,210.0,258.0,34.0,24.0,38,2,3,3,4,6,2,58
2018,1617.0,42095.0,21297,4.0,2.0,208.0,258.0,30.0,23.0,16,2,6,3,4,7,3,30
2020,1736.0,55720.0,20131,6.0,3.3,290.0,252.0,26.0,19.0,19,2,7,0,4,9,2,0
2020,2263.0,24378.0,26999,4.0,2.0,169.0,151.0,37.0,29.0,21,2,2,3,4,11,2,31
2020,2092.0,13208.0,19184,4.0,1.8,141.0,127.0,34.0,28.0,14,2,2,3,4,11,2,0
2016,1497.0,37635.0,8283,0.0,,,,,,28,2,3,4,1,1,2,19
2021,909.0,58285.0,16799,4.0,1.8,139.0,126.0,38.0,30.0,37,2,6,3,4,11,2,59
2020,2175.0,22873.0,16999,4.0,2.0,141.0,147.0,32.0,25.0,28,2,2,3,4,11,2,0
2021,2381.0,24621.0,23499,4.0,2.5,186.0,186.0,,,25,2,3,3,4,13,2,58
2021,1472.0,30867.0,30589,8.0,5.7,370.0,395.0,25.0,16.0,9,2,6,0,4,9,3,20
2020,880.0,31342.0,27936,4.0,2.5,203.0,184.0,35.0,27.0,37,2,7,3,4,9,2,0
2018,1472.0,44996.0,18999,6.0,3.6,292.0,260.0,30.0,19.0,9,2,6,0,4,9,3,57
2018,862.0,81893.0,15782,4.0,2.0,158.0,138.0,40.0,31.0,14,2,6,3,4,11,2,59
2019,1418.0,31394.0,17499,6.0,3.6,283.0,260.0,25.0,17.0,9,2,4,0,4,5,2,59
2017,969.0,43762.0,17437,4.0,2.3,310.0,320.0,30.0,21.0,11,2,1,3,4,6,3,57
2018,862.0,72437.0,18499,4.0,1.5,205.0,192.0,38.0,28.0,14,2,1,3,4,6,2,9
2018,1720.0,64642.0,12499,4.0,2.4,185.0,178.0,,,19,2,6,3,4,5,2,59
2018,883.0,55363.0,19169,4.0,2.5,203.0,184.0,,,37,2,6,3,4,9,2,59
2008,1613.0,43147.0,16699,6.0,3.7,330.0,270.0,,,16,2,1,0,4,13,3,59
2018,1058.0,67460.0,12699,4.0,2.0,147.0,132.0,37.0,28.0,15,2,6,3,4,5,2,59
2018,1723.0,53113.0,12506,4.0,2.0,147.0,132.0,,,19,2,6,3,4,13,2,59
2022,906.0,27061.0,33618,6.0,3.5,278.0,265.0,24.0,19.0,37,2,8,0,4,5,3,59
2018,1018.0,50071.0,21899,4.0,2.0,241.0,273.0,33.0,24.0,26,2,6,3,4,10,3,30
2018,1550.0,34394.0,19949,4.0,2.5,187.0,186.0,31.0,25.0,25,2,7,3,4,5,2,0
2018,1252.0,81559.0,13924,4.0,1.5,170.0,203.0,32.0,26.0,7,2,7,3,4,5,2,0
2016,1720.0,77977.0,11121,4.0,2.4,185.0,178.0,35.0,24.0,19,2,6,3,4,5,2,59
2021,883.0,75365.0,17440,4.0,2.5,203.0,184.0,39.0,28.0,37,2,6,3,4,9,2,59
2016,1018.0,72257.0,16599,4.0,2.0,241.0,273.0,31.0,24.0,26,2,6,3,4,7,0,30
2021,2217.0,30091.0,28599,0.0,,,,,,36,2,6,4,1,1,3,55
2021,878.0,52844.0,28526,4.0,2.5,215.0,,43.0,43.0,37,2,6,3,5,11,2,23
2016,1083.0,55601.0,19520,4.0,2.0,200.0,151.0,30.0,22.0,35,2,1,2,4,6,3,57
2019,1472.0,21886.0,30729,8.0,5.7,370.0,395.0,25.0,16.0,9,2,6,0,4,9,3,20
2024,2304.0,131.0,51589,6.0,3.8,291.0,262.0,26.0,19.0,15,1,7,0,4,9,2,2
2023,957.0,5.0,42995,6.0,,,,,,11,1,8,0,8,0,1,59
2024,1087.0,,41836,4.0,2.4,260.0,277.0,29.0,22.0,35,1,2,2,4,11,0,0
2023,856.0,5510.0,26848,4.0,1.5,192.0,192.0,37.0,29.0,14,0,6,3,4,11,2,59
2023,2404.0,7014.0,34901,0.0,,,,,,38,2,7,4,1,1,3,0
2022,2456.0,13708.0,22901,4.0,1.5,158.0,184.0,36.0,28.0,38,2,7,3,4,9,2,0
2021,1245.0,32704.0,18990,3.0,1.2,137.0,162.0,31.0,28.0,7,2,7,3,4,11,2,0
2023,1889.0,16077.0,38999,6.0,3.5,302.0,267.0,32.0,22.0,21,2,6,0,4,9,2,55
2024,2173.0,5.0,46530,4.0,2.0,269.0,273.0,24.0,18.0,38,1,7,3,4,9,0,0
2024,1349.0,11.0,35295,4.0,1.5,200.0,192.0,37.0,30.0,0,1,3,3,4,11,2,44
2024,862.0,5.0,27100,4.0,2.0,158.0,138.0,37.0,30.0,14,1,6,3,4,11,2,59
2020,1657.0,54960.0,21701,4.0,2.0,184.0,221.0,27.0,20.0,38,2,7,3,4,9,0,0
2021,1058.0,23162.0,21927,4.0,2.0,147.0,132.0,41.0,31.0,15,2,6,3,4,11,2,59
2020,1657.0,49043.0,19958,4.0,2.0,184.0,221.0,29.0,22.0,38,2,7,3,4,9,2,0
2020,1090.0,32645.0,20564,4.0,2.0,152.0,145.0,36.0,28.0,35,2,6,2,4,11,0,59
2018,1889.0,56022.0,22843,6.0,3.5,268.0,248.0,30.0,21.0,21,2,6,0,4,5,2,55
2024,857.0,5.0,44110,6.0,3.5,280.0,262.0,28.0,19.0,14,1,4,0,4,0,2,59
2024,857.0,7.0,46930,6.0,3.5,280.0,262.0,28.0,19.0,14,1,4,0,4,0,2,59
2024,862.0,5.0,28500,4.0,1.5,180.0,177.0,42.0,33.0,14,1,6,3,4,11,2,57
2021,1726.0,50769.0,13997,4.0,1.6,120.0,112.0,41.0,33.0,19,2,6,3,4,11,2,59
2020,1341.0,47051.0,23997,4.0,2.0,272.0,280.0,28.0,22.0,0,2,7,3,4,0,2,31
2024,2352.0,7.0,38480,4.0,2.0,204.0,,36.0,43.0,14,1,7,3,5,12,2,24
2024,1349.0,9.0,33295,4.0,1.5,200.0,192.0,37.0,30.0,0,1,3,3,4,11,2,44
2024,1349.0,9.0,33295,4.0,1.5,200.0,192.0,37.0,30.0,0,1,3,3,4,11,2,44
2023,2060.0,13.0,57745,6.0,3.0,355.0,354.0,24.0,19.0,0,1,6,0,4,0,0,37
2011,1066.0,71316.0,9467,4.0,2.4,,,35.0,,15,2,6,3,4,13,2,59
2021,862.0,35420.0,37716,4.0,2.0,306.0,295.0,28.0,22.0,14,2,3,3,4,6,2,8
2024,2267.0,,39170,4.0,2.0,181.0,,41.0,43.0,21,1,2,3,5,11,2,53
2022,2471.0,9156.0,41786,4.0,2.4,275.0,317.0,29.0,22.0,21,2,2,3,4,9,0,31
2024,1917.0,3.0,57340,4.0,2.4,275.0,317.0,29.0,22.0,21,1,7,3,4,9,2,31
2024,999.0,3.0,53100,,,,,,,11,1,8,4,8,13,4,59
2023,957.0,26.0,62075,,,,,,,11,1,8,0,8,0,1,59
2023,957.0,4.0,70665,,,,,,,11,1,8,0,8,0,1,59
2023,957.0,35.0,60875,,,,,,,11,1,8,0,8,0,1,59
2024,955.0,5.0,35055,4.0,2.0,250.0,280.0,28.0,21.0,11,1,7,3,4,9,0,0
2024,2371.0,12.0,43319,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2023,2367.0,5.0,50035,0.0,,,,,,11,1,7,4,1,1,3,19
2024,1190.0,,104625,6.0,3.5,440.0,510.0,22.0,16.0,22,1,7,0,4,0,1,55
2019,1711.0,70334.0,25762,6.0,3.6,305.0,269.0,25.0,20.0,32,2,8,0,6,9,3,59
2023,961.0,16.0,61755,6.0,3.0,400.0,415.0,24.0,18.0,11,1,7,0,4,0,0,2
2023,961.0,6.0,44102,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2023,961.0,6.0,48337,4.0,2.3,300.0,310.0,27.0,20.0,11,1,7,3,4,0,0,0
2018,965.0,70343.0,14997,4.0,2.5,173.0,174.0,32.0,21.0,11,2,6,3,4,5,2,59
2023,2309.0,5.0,53212,4.0,2.0,250.0,275.0,30.0,22.0,22,1,7,3,4,9,2,32
2023,2309.0,5.0,46406,4.0,2.0,250.0,275.0,30.0,22.0,22,1,7,3,4,9,2,32
2023,2309.0,5.0,56524,4.0,2.0,250.0,275.0,28.0,21.0,22,1,7,3,4,9,0,31
2021,1198.0,62870.0,12250,4.0,1.4,98.0,94.0,38.0,30.0,7,2,3,3,4,11,2,19
2021,2205.0,28098.0,16999,3.0,1.0,123.0,125.0,29.0,27.0,11,0,2,3,4,5,2,0
2024,969.0,4.0,52868,8.0,5.0,,,23.0,14.0,11,1,1,0,4,6,3,20
2024,969.0,4.0,46228,8.0,5.0,,,23.0,14.0,11,1,1,0,4,6,3,20
2023,969.0,6443.0,35990,8.0,5.0,460.0,420.0,24.0,15.0,11,2,1,0,4,6,3,57
2024,969.0,4.0,42013,4.0,2.3,,,33.0,22.0,11,1,1,3,4,0,3,57
2024,944.0,156.0,85805,6.0,3.5,400.0,480.0,23.0,17.0,11,1,7,0,4,0,3,57
2023,961.0,4.0,48053,4.0,2.3,300.0,310.0,27.0,20.0,11,1,7,3,4,0,0,0
2023,957.0,4.0,44057,6.0,,,,,,11,1,8,0,8,0,3,59
2024,2371.0,4.0,36248,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2024,975.0,4.0,45668,4.0,2.0,250.0,280.0,31.0,23.0,11,1,7,3,4,9,0,0
2023,2441.0,5.0,83770,0.0,,,,,,11,1,8,4,1,1,1,59
2023,938.0,4.0,59178,4.0,2.3,300.0,325.0,,,11,1,7,3,4,13,1,59
2023,957.0,6.0,73172,,,,,,,11,1,8,0,8,0,1,59
2024,969.0,4.0,45753,8.0,5.0,,,23.0,14.0,11,1,1,0,4,6,3,20
2024,969.0,5.0,57553,8.0,5.0,,,23.0,14.0,11,1,0,0,4,6,3,20
2023,961.0,4.0,58288,6.0,3.0,400.0,415.0,24.0,18.0,11,1,7,0,4,0,0,21
2023,975.0,1372.0,39658,4.0,2.0,250.0,280.0,31.0,23.0,11,1,7,3,4,9,0,0
2023,2367.0,4.0,60733,0.0,,,,,,11,1,7,4,1,1,0,22
2023,957.0,4.0,46867,6.0,,,,,,11,1,8,0,8,0,3,59
2024,1279.0,3.0,35408,,,,,,,7,1,8,4,8,13,4,59
2023,1419.0,,50501,8.0,5.7,360.0,390.0,22.0,14.0,9,1,7,0,4,9,3,2
2023,1472.0,,47090,8.0,5.7,370.0,395.0,25.0,16.0,9,1,6,0,4,9,3,20
2023,1472.0,,42557,8.0,5.7,370.0,395.0,25.0,16.0,9,1,6,0,4,9,3,20
2023,1472.0,,34250,6.0,3.6,300.0,264.0,27.0,18.0,9,1,6,0,4,9,0,57
2023,1440.0,,33176,6.0,3.6,303.0,268.0,30.0,19.0,9,1,1,0,4,9,3,57
2024,1710.0,,66738,,,,,,,32,1,8,4,8,13,4,59
2024,2304.0,,54265,6.0,3.8,291.0,262.0,24.0,19.0,15,1,7,0,4,9,0,2
2024,1511.0,3.0,25896,4.0,2.5,188.0,180.0,39.0,27.0,28,1,6,3,4,11,2,59
2024,1511.0,3.0,31109,4.0,2.5,188.0,180.0,37.0,27.0,28,1,6,3,4,11,2,59
2017,1064.0,85178.0,14540,4.0,1.6,175.0,195.0,,,15,2,7,3,4,7,0,0
2024,1512.0,14.0,22946,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2023,2252.0,15.0,76495,6.0,3.5,400.0,480.0,23.0,16.0,11,1,7,0,4,0,3,57
2023,961.0,12.0,42225,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2024,1516.0,,21999,4.0,1.6,122.0,114.0,40.0,32.0,28,2,6,3,4,11,2,59
2019,1061.0,83036.0,13101,4.0,1.6,130.0,119.0,,28.0,15,2,6,3,4,13,2,59
2021,1516.0,61675.0,18999,4.0,1.6,122.0,114.0,40.0,32.0,28,2,6,3,4,11,2,59
2023,1496.0,7.0,41720,6.0,3.5,260.0,240.0,28.0,20.0,28,1,7,0,4,11,2,0
2024,1516.0,,22999,4.0,1.6,122.0,114.0,40.0,32.0,28,2,6,3,4,11,2,59
2023,2061.0,,27268,4.0,1.3,177.0,210.0,29.0,23.0,18,1,7,3,4,10,1,0
2024,2371.0,13.0,32205,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2023,2367.0,10.0,53330,0.0,,,,,,11,1,7,4,1,1,3,19
2022,961.0,18980.0,31771,4.0,2.3,300.0,310.0,28.0,21.0,11,2,7,3,4,0,3,0
2023,957.0,1640.0,55807,,,,,,,11,1,8,0,3,0,1,59
2020,1238.0,27574.0,31495,6.0,3.6,308.0,275.0,18.0,16.0,7,2,8,0,4,9,1,3
