year,make,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,configuration_engine,horsepower_engine,torque_engine,type_engine,name_transmission,drivenWheels,market_categories,highway_mpg,city_mpg,segment
2023,Toyota,used,906.0,truck,15389.0,37609,6.0,3.5,V,278.0,265.0,gas,,AWD,,,,4
2023,Volkswagen,used,2066.0,hatchback,4055.0,32800,4.0,2.0,inline,241.0,273.0,gas,7A,FWD,"Performance,Hatchback",34.0,24.0,3
2024,Nissan,new,1512.0,sedan,,27640,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,3
2014,Nissan,used,1491.0,suv,63390.0,14901,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,26.0,20.0,2
2020,Nissan,certified pre-owned,1491.0,suv,35949.0,27705,6.0,3.5,V,284.0,259.0,gas,Continuously Variable,FWD,Crossover,27.0,20.0,3
2018,Nissan,used,1508.0,suv,72074.0,26583,8.0,5.6,V,390.0,394.0,gas,7A,RWD,,19.0,14.0,3
2024,Nissan,new,2248.0,crossover,7.0,22483,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2024,Nissan,new,2248.0,crossover,7.0,24353,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2022,Nissan,used,1487.0,crossover,22069.0,23301,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,AWD,Crossover,35.0,28.0,2
2024,Ford,new,981.0,truck,5.0,67455,,,,,,,,,,,,6
2024,Nissan,new,1512.0,sedan,6.0,20685,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Nissan,new,1512.0,sedan,5.0,22327,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Nissan,new,1512.0,sedan,,26780,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,38.0,30.0,3
2024,Nissan,new,1512.0,sedan,,27030,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,38.0,30.0,3
2024,Nissan,new,2248.0,crossover,12.0,22666,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2024,Nissan,new,2248.0,crossover,,24670,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2023,Ford,new,938.0,suv,4.0,59178,4.0,2.3,inline,300.0,325.0,gas,,AWD,,,,5
2018,Ford,used,957.0,truck,147010.0,20995,,,V,,,gas,,AWD,,,,2
2024,Ford,new,955.0,suv,4.0,37858,4.0,2.0,inline,250.0,280.0,gas,8A,AWD,Crossover,28.0,21.0,4
2023,Ford,new,2371.0,suv,4.0,39048,4.0,2.0,inline,250.0,277.0,gas,8A,AWD,Crossover,26.0,21.0,4
2024,GMC,new,1121.0,suv,,86140,,,,,,,,,,,,7
2024,Nissan,new,2248.0,crossover,,24699,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2023,Chevrolet,used,1276.0,suv,3926.0,75999,8.0,6.2,V,420.0,460.0,gas,10A,AWD,"Diesel,Performance",18.0,14.0,7
2019,Ford,used,999.0,truck,54226.0,56737,8.0,,V,,,,6A,AWD,,,,5
2024,GMC,new,1145.0,truck,50.0,68155,8.0,5.3,V,355.0,383.0,gas,10A,AWD,"Diesel,Performance",19.0,15.0,6
2024,Nissan,new,2248.0,crossover,4.0,20894,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2024,Nissan,new,1496.0,suv,,38325,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,20.0,4
2024,Nissan,new,1496.0,suv,,40393,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,20.0,4
2024,Nissan,new,1496.0,suv,,44877,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,20.0,4
2023,Nissan,new,1487.0,crossover,,28056,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,27857,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,30505,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,certified pre-owned,1487.0,crossover,14925.0,30447,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,AWD,Crossover,34.0,28.0,3
2021,Nissan,used,1487.0,crossover,32906.0,22250,4.0,2.5,inline,181.0,181.0,gas,Continuously Variable,FWD,Crossover,34.0,26.0,2
2021,Nissan,certified pre-owned,1516.0,sedan,63648.0,15487,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,,40.0,32.0,2
2021,Nissan,certified pre-owned,1516.0,sedan,67029.0,14487,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,,40.0,32.0,2
2024,Nissan,new,2248.0,crossover,,23792,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2013,Toyota,used,876.0,crossover,112785.0,13552,6.0,3.5,V,268.0,246.0,gas,6A,AWD,"Crossover,Performance",25.0,18.0,2
2024,Buick,new,1928.0,suv,,47385,6.0,3.6,V,310.0,266.0,gas,9A,FWD,Crossover,26.0,18.0,4
2021,Nissan,certified pre-owned,1496.0,suv,68683.0,19757,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,20.0,2
2021,Nissan,certified pre-owned,2175.0,crossover,73430.0,16874,4.0,2.0,inline,141.0,147.0,gas,Continuously Variable,AWD,Crossover,30.0,24.0,2
2021,Nissan,certified pre-owned,2175.0,crossover,75451.0,17220,4.0,2.0,inline,141.0,147.0,gas,Continuously Variable,AWD,Crossover,30.0,24.0,2
2023,Nissan,new,1487.0,crossover,,27861,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2014,Land Rover,used,1042.0,suv,80505.0,18727,8.0,5.0,V,510.0,461.0,flex-fuel (FFV),8A,AWD,"Luxury,High-Performance,Flex Fuel,Crossover",19.0,14.0,2
2023,Nissan,new,1487.0,crossover,,32063,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,36.0,29.0,3
2023,Nissan,new,1487.0,crossover,,28056,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,31643,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,27515,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,27857,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,36039,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,36.0,29.0,3
2017,Ford,used,957.0,truck,45001.0,34897,,,V,,,,,AWD,,,,3
2023,Chevrolet,new,2156.0,hatchback,,36865,0.0,,,,,electric,1D,FWD,Hatchback,,,3
2023,GMC,new,1118.0,truck,1.0,52110,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,,21.0,17.0,5
2015,Jeep,used,1408.0,suv,120854.0,9987,4.0,2.4,inline,184.0,171.0,gas,9A,FWD,,31.0,22.0,1
2022,Ford,used,2441.0,truck,34419.0,52447,0.0,,,,,electric,1D,AWD,,,,5
2023,Chevrolet,new,2420.0,crossover,,31875,0.0,,,,,electric,1D,FWD,Hatchback,,,3
2024,Chevrolet,new,1248.0,sedan,2.0,23670,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,35.0,27.0,2
2024,Chevrolet,new,1254.0,truck,1.0,59600,8.0,6.6,V,401.0,464.0,gas,10A,RWD,"Flex Fuel,Diesel",,,5
2024,Chevrolet,used,1279.0,truck,3000.0,64989,8.0,5.3,V,355.0,383.0,gas,10A,AWD,"Diesel,Performance",19.0,15.0,6
2024,GMC,new,1123.0,truck,,91790,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,8
2024,Nissan,new,1511.0,sedan,,27145,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2024,Nissan,new,1511.0,sedan,,28514,4.0,2.5,inline,182.0,178.0,gas,Continuously Variable,AWD,,35.0,25.0,3
2024,Chevrolet,new,1279.0,truck,2.0,45735,4.0,2.7,inline,310.0,430.0,gas,8A,RWD,,22.0,18.0,4
2016,Volkswagen,used,1656.0,suv,73284.0,15994,6.0,3.6,V,280.0,266.0,gas,8A,AWD,,23.0,17.0,2
2023,Chevrolet,new,2156.0,hatchback,3.0,33210,0.0,,,,,electric,1D,FWD,Hatchback,,,3
2024,Chevrolet,new,1270.0,coupe,2.0,91630,8.0,6.2,V,490.0,465.0,gas,8A,RWD,High-Performance,25.0,16.0,8
2024,Chevrolet,new,1270.0,coupe,6.0,92400,8.0,6.2,V,490.0,465.0,gas,8A,RWD,High-Performance,25.0,16.0,8
2017,Chevrolet,used,1270.0,coupe,74500.0,34552,8.0,6.2,V,455.0,460.0,gas,7M,RWD,High-Performance,25.0,16.0,3
2023,Chevrolet,new,1204.0,passenger_cargo_van,2.0,51155,6.0,4.3,V,276.0,298.0,gas,8A,RWD,,,,5
2024,GMC,new,1122.0,suv,,88820,,,,,,,,,,,,8
2024,Nissan,new,1506.0,truck,119.0,48179,8.0,5.6,V,400.0,413.0,gas,9A,AWD,,,,4
2024,Nissan,new,1501.0,truck,,36645,6.0,3.8,V,310.0,281.0,gas,9A,RWD,,24.0,18.0,3
2024,Nissan,new,1501.0,truck,,36320,6.0,3.8,V,310.0,281.0,gas,9A,RWD,,24.0,18.0,3
2022,Nissan,certified pre-owned,1501.0,truck,11253.0,30724,6.0,3.8,V,310.0,281.0,gas,9A,AWD,,22.0,17.0,3
2024,Chevrolet,new,1279.0,truck,3.0,44945,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,17.0,16.0,4
2024,Chevrolet,new,1279.0,truck,2.0,70750,6.0,3.0,inline,305.0,495.0,diesel,10A,AWD,Diesel,22.0,20.0,6
2024,GMC,new,1131.0,suv,,29385,4.0,1.5,inline,175.0,203.0,gas,9A,FWD,Crossover,29.0,24.0,3
2024,Chevrolet,new,1252.0,suv,2.0,26630,4.0,1.5,inline,175.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,3
2024,Nissan,new,1512.0,sedan,,21397,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Nissan,new,1512.0,sedan,,24606,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2021,Nissan,certified pre-owned,2248.0,crossover,47166.0,16974,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2024,Nissan,new,2248.0,crossover,,22972,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2015,Mercedes-Benz,used,1035.0,suv,96362.0,14887,6.0,3.5,V,302.0,273.0,gas,7A,RWD,"Luxury,Crossover",24.0,18.0,2
2018,Subaru,used,1080.0,sedan,54637.0,21687,6.0,3.6,flat,256.0,247.0,gas,Continuously Variable,AWD,Performance,28.0,20.0,2
2017,Lexus,used,1889.0,sedan,86630.0,21447,6.0,3.5,V,268.0,248.0,gas,6A,FWD,"Luxury,Performance",30.0,21.0,2
2020,Nissan,certified pre-owned,1487.0,crossover,37844.0,19487,4.0,2.5,inline,170.0,175.0,gas,Continuously Variable,FWD,Crossover,33.0,26.0,2
2023,Ford,new,999.0,truck,34.0,79061,8.0,,V,,,gas,10A,AWD,Diesel,,,7
2021,Lexus,used,1889.0,sedan,21155.0,37775,6.0,3.5,V,302.0,267.0,gas,8A,FWD,"Luxury,Performance",32.0,22.0,4
2024,Hyundai,new,1064.0,suv,,29494,4.0,2.5,inline,187.0,178.0,gas,8A,FWD,Crossover,32.0,25.0,3
2022,Kia,used,2369.0,sedan,18360.0,21750,4.0,1.6,inline,180.0,195.0,gas,8A,,,,,2
2023,Toyota,used,909.0,sedan,17705.0,20952,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,41.0,32.0,2
2024,Hyundai,new,2224.0,suv,,28939,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,Crossover,34.0,29.0,3
2023,Hyundai,used,2224.0,suv,9076.0,21999,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,Crossover,35.0,30.0,2
2021,Mercedes-Benz,certified pre-owned,1018.0,sedan,21120.0,29498,4.0,2.0,inline,255.0,273.0,gas,9A,AWD,"Luxury,Performance",33.0,23.0,3
2020,Mercedes-Benz,used,2356.0,suv,36575.0,28298,4.0,2.0,inline,221.0,258.0,gas,8A,AWD,"Luxury,Crossover",31.0,23.0,3
2024,Ford,new,999.0,truck,5.0,56205,,,,,,,,,,,,5
2024,Ford,new,981.0,truck,5.0,84210,,,,,,,,,,,,7
2024,GMC,new,1121.0,suv,6.0,77815,,,,,,,,,,,,7
2023,Ford,new,2367.0,suv,5.0,51630,0.0,,,,,electric,1D,RWD,Hatchback,,,5
2023,Subaru,used,1089.0,crossover,1624.0,33950,4.0,2.5,flat,182.0,176.0,gas,Continuously Variable,AWD,Crossover,33.0,26.0,3
2021,Lexus,used,1889.0,sedan,47880.0,28500,6.0,3.5,V,302.0,267.0,gas,8A,FWD,"Luxury,Performance",32.0,22.0,3
2021,Ford,used,969.0,convertible,59287.0,20998,4.0,2.3,inline,310.0,350.0,gas,6M,RWD,Performance,27.0,20.0,2
2022,Ford,certified pre-owned,957.0,truck,32294.0,43998,6.0,,V,,,,10A,AWD,"Hybrid,Flex Fuel",,19.0,4
2021,Ford,used,957.0,truck,35791.0,42998,,,V,,,,10A,AWD,,,,4
2023,Ford,new,957.0,truck,10.0,56640,,,V,,,,10A,AWD,,,,5
2021,Toyota,used,908.0,suv,30076.0,35699,6.0,4.0,V,270.0,278.0,gas,5A,RWD,,19.0,16.0,3
2023,Ford,new,2367.0,suv,5.0,54530,0.0,,,,,electric,1D,RWD,Hatchback,,,5
2024,Honda,new,2092.0,crossover,,28505,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Crossover,32.0,26.0,3
2020,Honda,certified pre-owned,869.0,hatchback,29975.0,18500,4.0,1.5,inline,128.0,113.0,gas,Continuously Variable,FWD,Hatchback,40.0,33.0,2
2020,Honda,certified pre-owned,867.0,suv,24456.0,26500,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,3
2020,Kia,used,1737.0,crossover,52027.0,15250,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,33.0,27.0,2
2024,Honda,new,857.0,minivan,,41009,6.0,3.5,V,280.0,262.0,gas,10A,FWD,,28.0,19.0,4
2024,Honda,new,862.0,hatchback,,25745,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Hatchback,38.0,30.0,3
2024,Honda,new,862.0,sedan,,26800,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,30.0,3
2024,Honda,new,2352.0,suv,,37900,4.0,2.0,inline,204.0,,hybrid,Electrically Variable,FWD,"Hybrid,Crossover",36.0,43.0,4
2020,Honda,certified pre-owned,867.0,suv,40440.0,26750,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,3
2021,Honda,certified pre-owned,867.0,suv,40462.0,24500,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,2
2020,Honda,used,867.0,suv,20037.0,28100,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,AWD,Crossover,32.0,27.0,3
2018,Toyota,used,2182.0,crossover,74096.0,15788,4.0,2.0,inline,144.0,139.0,gas,Continuously Variable,FWD,Crossover,31.0,27.0,2
2024,Nissan,new,1512.0,sedan,4.0,20745,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Nissan,new,1512.0,sedan,7.0,20745,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Nissan,new,1512.0,sedan,7.0,21631,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2016,Nissan,used,1487.0,crossover,99529.0,13350,4.0,2.5,inline,170.0,175.0,gas,Continuously Variable,AWD,Crossover,32.0,25.0,2
2023,Infiniti,new,2279.0,suv,1.0,55297,6.0,3.5,V,295.0,270.0,gas,9A,FWD,"Luxury,Crossover",26.0,21.0,5
2012,Infiniti,used,1613.0,convertible,54556.0,15892,6.0,3.7,V,325.0,267.0,gas,,RWD,"Luxury,Performance",,,2
2009,GMC,used,1145.0,truck,133738.0,12311,8.0,,V,,,gas,4A,AWD,Flex Fuel,,14.0,1
2024,Nissan,new,1511.0,sedan,,34236,4.0,2.0,inline,248.0,273.0,gas,Continuously Variable,FWD,Performance,34.0,25.0,3
2024,Nissan,new,1511.0,sedan,,27105,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2024,Nissan,new,1511.0,sedan,,26791,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2024,Nissan,new,1511.0,sedan,,27145,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2024,Nissan,new,1511.0,sedan,,26791,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2020,Nissan,certified pre-owned,1506.0,truck,53286.0,34974,8.0,5.6,V,400.0,413.0,gas,9A,RWD,,22.0,16.0,3
2024,Chevrolet,new,1279.0,truck,1.0,51500,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,20.0,15.0,5
2024,Chevrolet,new,1279.0,truck,2.0,49760,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,17.0,16.0,4
2024,Nissan,new,1511.0,sedan,,29739,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2024,Nissan,new,1511.0,sedan,24.0,27145,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2021,Dodge,used,1440.0,coupe,21456.0,24554,6.0,3.6,V,303.0,268.0,gas,8A,RWD,Performance,30.0,19.0,2
2020,Chevrolet,used,1252.0,suv,16928.0,21102,4.0,1.5,inline,170.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,2
2023,Ford,new,938.0,suv,13.0,46520,4.0,2.3,inline,300.0,325.0,gas,,AWD,,,,4
2023,Ford,new,999.0,truck,122.0,57990,8.0,,V,,,gas,10A,AWD,Diesel,,,5
2024,Ford,new,981.0,truck,4.0,64860,,,,,,,,,,,,6
2023,Ford,new,2325.0,passenger_cargo_van,23.0,49195,6.0,3.5,V,275.0,260.0,flex-fuel (FFV),10A,RWD,Flex Fuel,,,4
2023,Ford,new,957.0,truck,7.0,46460,6.0,,V,,,,10A,RWD,,,,4
2023,Ford,new,957.0,truck,4.0,52560,,,V,,,flex-fuel (FFV),10A,AWD,,,,5
2023,Ford,new,957.0,truck,2.0,56650,,,V,,,,10A,AWD,,,,5
2023,Ford,new,957.0,truck,15.0,58395,,,V,,,,10A,AWD,,,,5
2021,Ford,certified pre-owned,955.0,suv,64545.0,20598,4.0,2.0,inline,250.0,280.0,gas,8A,AWD,Crossover,28.0,21.0,2
2024,Ford,new,955.0,suv,7.0,39860,4.0,2.0,inline,250.0,280.0,gas,8A,AWD,Crossover,28.0,21.0,4
2020,Ford,certified pre-owned,955.0,suv,41516.0,22635,4.0,2.0,inline,250.0,275.0,gas,8A,AWD,,28.0,21.0,2
2024,Volkswagen,new,2173.0,suv,6.0,42371,4.0,2.0,inline,269.0,273.0,gas,8A,FWD,"Crossover,Performance",27.0,20.0,4
2024,Volkswagen,new,2173.0,suv,7.0,42371,4.0,2.0,inline,269.0,273.0,gas,8A,FWD,"Crossover,Performance",27.0,20.0,4
2023,Volkswagen,new,2404.0,suv,6.0,41981,0.0,,,,,electric,1D,RWD,Crossover,,,4
2024,Nissan,new,1496.0,suv,24.0,44991,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,20.0,4
2024,Nissan,new,1496.0,suv,,46848,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,AWD,Crossover,28.0,20.0,4
2024,Nissan,new,1491.0,suv,,43367,6.0,3.5,V,284.0,259.0,gas,9A,FWD,"Crossover,Performance",27.0,20.0,4
2024,Nissan,new,1491.0,suv,,43435,6.0,3.5,V,284.0,259.0,gas,9A,FWD,"Crossover,Performance",27.0,20.0,4
2024,Nissan,new,1491.0,suv,,47310,6.0,3.5,V,284.0,259.0,gas,9A,FWD,"Crossover,Performance",27.0,20.0,4
2023,Nissan,certified pre-owned,1491.0,suv,15200.0,40874,6.0,3.5,V,284.0,259.0,gas,9A,FWD,"Crossover,Performance",27.0,21.0,4
2023,Nissan,new,1508.0,suv,31.0,63163,8.0,5.6,V,400.0,413.0,gas,7A,AWD,Performance,18.0,13.0,6
2023,Nissan,new,1508.0,suv,,64385,8.0,5.6,V,400.0,413.0,gas,7A,AWD,Performance,18.0,13.0,6
2023,Nissan,new,1487.0,crossover,,27709,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,27368,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,31643,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2023,Nissan,new,1487.0,crossover,,27857,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2024,Ford,new,,,3.0,69010,,,,,,,,,,,,6
2022,Ford,new,975.0,suv,3734.0,26690,3.0,1.5,inline,181.0,190.0,gas,8A,FWD,Crossover,34.0,28.0,3
2023,Ford,new,975.0,suv,3.0,28080,3.0,1.5,inline,180.0,199.0,gas,8A,FWD,Crossover,34.0,27.0,3
2022,Ford,new,999.0,truck,35.0,49400,8.0,6.2,V,385.0,430.0,flex-fuel (FFV),6A,RWD,"Flex Fuel,Diesel",,,4
2022,Ford,new,999.0,truck,62.0,63435,8.0,,V,,,,,AWD,,,,6
2022,Ford,new,999.0,truck,56.0,63435,8.0,,V,,,,,AWD,,,,6
2024,Chevrolet,new,1248.0,sedan,3.0,24670,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,35.0,27.0,2
2019,Chevrolet,used,1238.0,truck,81788.0,22863,,,,,,gas,,RWD,Diesel,,,2
2023,Chevrolet,new,1268.0,suv,3.0,32060,6.0,3.6,V,310.0,266.0,gas,9A,FWD,Crossover,27.0,18.0,3
2023,Chevrolet,new,1268.0,suv,3.0,36190,6.0,3.6,V,310.0,266.0,gas,9A,FWD,Crossover,27.0,18.0,3
2024,Chevrolet,new,1276.0,suv,3.0,86120,,,,,,,,,,,,7
2022,GMC,used,1123.0,truck,54900.0,47774,8.0,6.6,V,401.0,464.0,gas,6A,AWD,Diesel,,,4
2024,Chevrolet,new,1254.0,truck,1.0,73560,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,6
2024,Chevrolet,new,1279.0,truck,1.0,51305,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,21.0,18.0,5
2024,Chevrolet,new,1279.0,truck,1.0,84795,6.0,3.0,inline,305.0,495.0,diesel,10A,AWD,Diesel,22.0,20.0,7
2024,Chevrolet,new,1210.0,suv,3.0,42755,4.0,2.0,inline,228.0,258.0,gas,9A,FWD,Crossover,29.0,22.0,4
2024,Chevrolet,new,1248.0,sedan,3.0,24020,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,35.0,27.0,2
2024,Chevrolet,new,1276.0,suv,,73730,8.0,5.3,V,355.0,383.0,gas,10A,AWD,,20.0,15.0,6
2020,Chevrolet,used,1252.0,suv,33274.0,24802,4.0,2.0,inline,252.0,260.0,gas,9A,FWD,Crossover,29.0,22.0,2
2021,Chevrolet,used,1279.0,truck,31110.0,42872,4.0,2.7,inline,310.0,348.0,gas,8A,AWD,Diesel,22.0,19.0,4
2024,Chevrolet,new,1252.0,suv,4.0,24280,4.0,1.5,inline,175.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,2
2024,Chevrolet,new,1252.0,suv,1.0,24280,4.0,1.5,inline,175.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,2
2021,Chevrolet,used,1245.0,suv,45765.0,22994,3.0,1.3,inline,155.0,174.0,gas,9A,AWD,Crossover,30.0,26.0,2
2019,Audi,used,1371.0,suv,39588.0,33932,6.0,3.0,V,329.0,325.0,gas,8A,AWD,"Luxury,Crossover,Performance",25.0,19.0,3
2024,Chevrolet,new,1279.0,truck,4.0,69055,8.0,5.3,V,355.0,383.0,gas,10A,AWD,"Diesel,Performance",19.0,15.0,6
2021,Chevrolet,used,1279.0,truck,43964.0,48291,8.0,5.3,V,355.0,383.0,gas,10A,AWD,,21.0,16.0,4
2024,Chevrolet,new,1279.0,truck,,77350,6.0,3.0,inline,305.0,495.0,diesel,10A,AWD,Diesel,22.0,20.0,7
2021,Volkswagen,used,1657.0,suv,60188.0,21891,4.0,2.0,inline,184.0,221.0,gas,8A,FWD,Crossover,29.0,23.0,2
2024,Chevrolet,new,1245.0,suv,,26980,3.0,1.2,inline,137.0,162.0,gas,Continuously Variable,FWD,Crossover,,,3
2018,Audi,used,1381.0,coupe,46023.0,26661,4.0,2.0,inline,252.0,273.0,gas,7A,AWD,"Luxury,Performance",34.0,24.0,3
2024,Chevrolet,new,1248.0,sedan,3.0,23445,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,35.0,27.0,2
2023,Ford,new,961.0,suv,6.0,45897,4.0,2.3,inline,300.0,310.0,gas,10A,RWD,Crossover,28.0,21.0,4
2023,Ford,new,957.0,truck,8.0,46257,6.0,,V,,,,10A,RWD,,,,4
2024,Ford,new,955.0,suv,6.0,39324,4.0,2.0,inline,250.0,280.0,gas,8A,AWD,,28.0,21.0,4
2022,Cadillac,used,2255.0,crossover,8219.0,33446,4.0,2.0,inline,235.0,258.0,gas,9A,FWD,"Luxury,Crossover",30.0,24.0,3
2015,Chevrolet,used,1236.0,coupe,67174.0,17741,6.0,3.6,V,323.0,278.0,gas,6A,RWD,,30.0,19.0,2
2022,Chevrolet,used,2436.0,truck,21288.0,31461,4.0,2.7,inline,310.0,348.0,gas,8A,RWD,,22.0,19.0,3
2018,Chevrolet,used,1279.0,truck,30439.0,37501,8.0,5.3,V,355.0,383.0,gas,6A,RWD,,22.0,16.0,4
2022,Chevrolet,used,1279.0,truck,13153.0,43263,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,18.0,16.0,4
2024,Chevrolet,new,1252.0,suv,4.0,24875,4.0,1.5,inline,175.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,2
2017,Hyundai,used,1064.0,suv,72429.0,17861,4.0,1.6,inline,175.0,195.0,gas,7A,FWD,Crossover,,,2
2020,Jeep,used,2061.0,suv,43073.0,18273,4.0,2.4,inline,180.0,175.0,gas,9A,FWD,Crossover,30.0,22.0,2
