vin,year,make,model,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted
1FMJU2A84REA00720,2024,Ford,Expedition,new,944.0,suv,1961.0,71800
1FMSK7DH5PGB71478,2023,Ford,Explorer,new,961.0,suv,1854.0,33295
1FT8W2BT0REC77784,2024,Ford,F-250 Super Duty,new,999.0,truck,,76590
1FTFW7LD0RFA11218,2024,Ford,F-150,new,957.0,truck,12.0,77981
KL79MMS29MB182001,2021,Chevrolet,Trailblazer,used,1245.0,suv,43306.0,21521
KM8K12AAXLU511863,2020,Hyundai,Kona,used,2224.0,suv,68250.0,16422
ZACNJCBB5MPN12689,2021,Jeep,Renegade,used,2061.0,suv,5771.0,23931
1FMCU9J99KUB38999,2019,Ford,Escape,used,975.0,suv,61597.0,19332
1GCGSCEN5N1231864,2022,Chevrolet,Colorado,used,1238.0,truck,32881.0,31751
2GC1YMEY7R1178699,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,5.0,66485
2GC4YREY4R1174975,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,51.0,88075
3FMCR9F93MRA13498,2021,Ford,Bronco Sport,used,2371.0,suv,75505.0,26053
3GNAXKEG7RL247301,2024,Chevrolet,Equinox,new,1252.0,suv,1.0,26390
3GNAXKEGXRS205906,2024,Chevrolet,Equinox,new,1252.0,suv,,26885
7JRA22TK1MG080687,2021,Volvo,S60,used,1776.0,sedan,61125.0,25772
3MVDMBCM4RM636350,2024,Mazda,CX-30,new,2346.0,suv,,31430
7MMVABAMXRN197565,2024,Mazda,CX-50,new,2512.0,suv,,32335
JM1NDAC72P0561822,2023,Mazda,MX-5 Miata,new,1568.0,convertible,,38080
19UDE4H27RA022389,2024,Acura,Integra,new,1349.0,hatchback,11.0,33295
19UDE4H2XRA022421,2024,Acura,Integra,new,1349.0,hatchback,11.0,33295
19UUB7F92PA004096,2023,Acura,TLX,new,2060.0,sedan,13.0,57745
2HGFE2F56RH537542,2024,Honda,Civic,new,862.0,sedan,11.0,27100
2HKRS3H75RH322217,2024,Honda,CR-V,new,867.0,suv,25.0,36010
2HKRS4H44RH418304,2024,Honda,CR-V,new,867.0,suv,9.0,35290
3CZRU5H34MM715657,2021,Honda,HR-V,certified pre-owned,2092.0,crossover,21734.0,19884
3CZRZ1H3XRM734960,2024,Honda,HR-V,new,2092.0,crossover,7.0,25425
3CZRZ1H51RM738557,2024,Honda,HR-V,new,2092.0,crossover,5.0,28050
3CZRZ1H54RM733689,2024,Honda,HR-V,new,2092.0,crossover,9.0,27980
5FNRL6H71RB021716,2024,Honda,Odyssey,new,857.0,minivan,12.0,43235
5FNYG2H49RB011952,2024,Honda,Pilot,new,865.0,suv,6.0,44380
5J8TC1H34ML022047,2021,Acura,RDX,used,1341.0,suv,21229.0,27912
5J8TC2H89RL008590,2024,Acura,RDX,new,1341.0,suv,10.0,55645
5TDYK3DC1FS623832,2015,Toyota,Sienna,used,911.0,minivan,85699.0,22607
7FARS6H88RE056155,2024,Honda,CR-V Hybrid,new,2352.0,suv,11.0,39980
3GKALMEV3KL352409,2019,GMC,Terrain,used,1131.0,suv,51542.0,21500
19UDE4H69RA020324,2024,Acura,Integra,new,1349.0,hatchback,9.0,38295
1HGCV1F34MA011221,2021,Honda,Accord,certified pre-owned,856.0,sedan,25760.0,22662
2HGFE1F9XRH308973,2024,Honda,Civic,new,862.0,sedan,13.0,32100
2HKRS3H40RH323698,2024,Honda,CR-V,new,867.0,suv,5.0,33360
2HKRS4H70RH446272,2024,Honda,CR-V,new,867.0,suv,12.0,37940
2HKRS4H75RH448549,2024,Honda,CR-V,new,867.0,suv,5.0,37485
2HKRS4H77RH441716,2024,Honda,CR-V,new,867.0,suv,10.0,37485
3CZRZ1H77RM735048,2024,Honda,HR-V,new,2092.0,crossover,7.0,29525
58ABK1GG6JU105507,2018,Lexus,ES 350,used,1889.0,sedan,56022.0,21396
5FNRL6H72RB029453,2024,Honda,Odyssey,new,857.0,minivan,15.0,44110
1FTVW1EVXPWG36009,2023,Ford,F-150 Lightning,new,2441.0,truck,75.0,75085
3FMCR9B65PRE04426,2023,Ford,Bronco Sport,new,2371.0,suv,12.0,28685
3FMCR9B69PRE10603,2023,Ford,Bronco Sport,new,2371.0,suv,1202.0,28685
3FMCR9C63RRE56624,2024,Ford,Bronco Sport,new,2371.0,suv,,36005
3FMCR9G66RRE18802,2024,Ford,Bronco Sport,new,2371.0,suv,22.0,42630
3FMTK3R71PMA27378,2023,Ford,Mustang Mach-E,new,2367.0,suv,37.0,55090
3FMTK3R71PMA66309,2023,Ford,Mustang Mach-E,new,2367.0,suv,10.0,52330
5J8TC2H38RL014126,2024,Acura,RDX,new,1341.0,suv,5.0,45700
5J8TC2H72RL014190,2024,Acura,RDX,new,1341.0,suv,6.0,54100
5J8YD9H41RL003263,2024,Acura,MDX,new,1346.0,suv,13.0,55745
19UDE2F33MA000317,2021,Acura,ILX,used,1342.0,sedan,16682.0,20720
19UDE4H26RA023971,2024,Acura,Integra,new,1349.0,hatchback,5.0,33595
19UDE4H6XRA023555,2024,Acura,Integra,new,1349.0,hatchback,9.0,38595
1HGCV1F5XMA002699,2021,Honda,Accord,used,856.0,sedan,34018.0,25608
1HGCV3F53LA005096,2020,Honda,Accord Hybrid,used,872.0,sedan,83245.0,22791
2HGFE2F5XRH537592,2024,Honda,Civic,new,862.0,sedan,12.0,27100
2HKRS3H74RH324363,2024,Honda,CR-V,new,867.0,suv,5.0,36465
3CZRZ1H36RM741324,2024,Honda,HR-V,new,2092.0,crossover,5.0,25950
3CZRZ1H39RM736912,2024,Honda,HR-V,new,2092.0,crossover,5.0,25425
3CZRZ1H50RM741224,2024,Honda,HR-V,new,2092.0,crossover,5.0,28505
5FNYF8H8XRB004033,2024,Honda,Passport,new,861.0,suv,13.0,49800
5FNYG1H6XRB021286,2024,Honda,Pilot,new,865.0,suv,11.0,52480
1FMDE1BH6RLA13628,2024,Ford,Bronco,new,938.0,suv,,51000
1FMEE5DP8PLA83628,2023,Ford,Bronco,certified pre-owned,938.0,suv,18813.0,45950
1FMSK7DH3PGC39695,2023,Ford,Explorer,new,961.0,suv,3.0,43675
1FMSK7FH2PGB51654,2023,Ford,Explorer,new,961.0,suv,3.0,50315
1FT6W1EV4PWG28332,2023,Ford,F-150 Lightning,new,2441.0,truck,3.0,90003
1FT8W3DT3REC36231,2024,Ford,F-350 Super Duty,new,981.0,truck,3.0,91150
1FTEW1CP9PKG06575,2023,Ford,F-150,new,957.0,truck,3.0,42330
1FTFW1ED7PFD09207,2023,Ford,F-150,new,957.0,truck,1735.0,58645
1G1FD1RS5M0104832,2021,Chevrolet,Camaro,used,1236.0,coupe,48114.0,24210
1G1ZC5ST7NF142197,2022,Chevrolet,Malibu,used,1248.0,sedan,13550.0,21500
1GCUDJED4RZ142142,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,60195
1GNSKEKD6MR344697,2021,Chevrolet,Suburban,used,1240.0,suv,59728.0,53901
1GNSKRKD3RR141930,2024,Chevrolet,Tahoe,new,1276.0,suv,2.0,72375
5TFNC5DB4RX058090,2024,Toyota,Tundra,new,894.0,truck,5.0,72684
JTMABACA6PA029094,2023,Toyota,bZ4X,new,2514.0,crossover,67.0,52349
2T3A1RFV4RW428302,2024,Toyota,RAV4,new,880.0,suv,5.0,38343
5TFJA5DB5RX165346,2024,Toyota,Tundra,new,894.0,truck,4.0,61379
5TFLA5DBXRX164167,2024,Toyota,Tundra,new,894.0,truck,5.0,55811
5TFMA5DB0RX164344,2024,Toyota,Tundra,new,894.0,truck,4.0,71184
7MUFBABG2RV021971,2024,Toyota,Corolla Cross Hybrid,new,2580.0,crossover,5.0,34044
JTEAAAAH1RJ158152,2024,Toyota,Venza,new,876.0,crossover,10.0,41273
1GNSKSKD4RR113349,2024,Chevrolet,Tahoe,new,1276.0,suv,1.0,76210
2GNAXUEV9M6125322,2021,Chevrolet,Equinox,used,1252.0,suv,63953.0,15991
3GNAXKEG1RL236780,2024,Chevrolet,Equinox,new,1252.0,suv,1.0,30270
3GNAXNEG6RL262339,2024,Chevrolet,Equinox,new,1252.0,suv,,38555
3GNKBERS8RS187652,2024,Chevrolet,Blazer,new,1210.0,suv,1.0,42035
3GNKBERSXRS191864,2024,Chevrolet,Blazer,new,1210.0,suv,1.0,44810
2GC1YNEY6R1184838,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,1.0,73560
2GC1YNEYXR1184650,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,20.0,73560
2GC4YPEY4R1192347,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,,86035
3GNAXNEGXRL111083,2024,Chevrolet,Equinox,new,1252.0,suv,3.0,33955
1N4BL4CV9RN350246,2024,Nissan,Altima,new,1511.0,sedan,5.0,28278
1N6AA1ED0RN100387,2024,Nissan,Titan,new,1506.0,truck,5.0,55310
1N6AA1ED4RN101932,2024,Nissan,Titan,new,1506.0,truck,5.0,51162
1N6AA1ED9RN100050,2024,Nissan,Titan,new,1506.0,truck,5.0,46415
2GC4YNE70R1168624,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,15.0,58445
3GNKBERS3RS183590,2024,Chevrolet,Blazer,new,1210.0,suv,10.0,41520
3N1CN8EV8RL820055,2024,Nissan,Versa,new,1516.0,sedan,5.0,20869
5N1DR3CC0RC223211,2024,Nissan,Pathfinder,new,1491.0,suv,100.0,43582
JN8BT3BA6PW011409,2023,Nissan,Rogue,new,1487.0,crossover,5.0,32367
1FMSK7DH9PGB07394,2023,Ford,Explorer,new,961.0,suv,,39880
1FMSK8JH1PGA74384,2023,Ford,Explorer,new,961.0,suv,1067.0,50291
1FT6W1EV0PWG43877,2023,Ford,F-150 Lightning,new,2441.0,truck,20.0,81785
1FT6W1EV1PWG26506,2023,Ford,F-150 Lightning,new,2441.0,truck,20.0,82560
1FTEW1E82PFC80939,2023,Ford,F-150,new,957.0,truck,12.0,64950
1FTFW1E55PKE90517,2023,Ford,F-150,new,957.0,truck,2977.0,63775
1FTFW2L53RFA18658,2024,Ford,F-150,new,957.0,truck,12.0,53348
1FTFW3L82RFA16108,2024,Ford,F-150,new,957.0,truck,12.0,59951
1FTFW7LD6RFA10431,2024,Ford,F-150,new,957.0,truck,12.0,79511
1FTMF1CP8PKG21466,2023,Ford,F-150,new,957.0,truck,5.0,37000
3FMCR9B68PRD86441,2023,Ford,Bronco Sport,new,2371.0,suv,15.0,30685
5LMPJ8K4XRJ805417,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,62120
5LMYJ9YYXPNL02755,2023,Lincoln,Aviator,new,1193.0,suv,30.0,92480
1FTEW1CP0PKG18422,2023,Ford,F-150,new,957.0,truck,10.0,45280
1GNSCCKD6NR218553,2022,Chevrolet,Suburban,used,1240.0,suv,74146.0,43449
5J8YE1H30RL019007,2024,Acura,MDX,new,1346.0,suv,9.0,53845
5J8YE1H32RL020675,2024,Acura,MDX,new,1346.0,suv,7.0,53845
5J8YE1H48RL020625,2024,Acura,MDX,new,1346.0,suv,11.0,58545
7FARS5H80RE020258,2024,Honda,CR-V Hybrid,new,2352.0,suv,6.0,38400
JTDKARFU2K3082223,2019,Toyota,Prius,used,885.0,hatchback,42903.0,21468
3FMTK3SU2PMA58607,2023,Ford,Mustang Mach-E,new,2367.0,suv,7.0,60830
KNADN5A35E6333935,2014,Kia,Rio 5-Door,used,2316.0,wagon,75023.0,9990
1FA6P8THXR5121503,2024,Ford,Mustang,new,969.0,coupe,4.0,35010
1FMSK7KH3PGA67350,2023,Ford,Explorer,new,961.0,suv,12.0,49015
1FMSK8DH3PGC05066,2023,Ford,Explorer,new,961.0,suv,4.0,50165
1FMSK8KH6PGA99828,2023,Ford,Explorer,new,961.0,suv,6.0,51815
1FTEW1CP6NFA29915,2022,Ford,F-150,used,957.0,truck,12350.0,41490
1FTFW1E57PFD21513,2023,Ford,F-150,new,957.0,truck,,65680
3GCPABEK1RG190255,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,42734
3GCPAEED4RG133793,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,52994
3GNAXKEG5RL152610,2024,Chevrolet,Equinox,new,1252.0,suv,3.0,30935
3GNKBCR42RS145208,2024,Chevrolet,Blazer,new,1210.0,suv,3.0,32874
1G1YA2D42R5107925,2024,Chevrolet,Corvette,new,1270.0,coupe,2.0,78680
1GCPSCEK7P1264731,2023,Chevrolet,Colorado,new,1238.0,truck,4.0,37950
2T3W1RFV9LW063869,2020,Toyota,RAV4,used,880.0,suv,63124.0,21493
3GCPABEK1RG192006,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,42734
3GCPABEK4RG190170,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,43129
5NMS24AJ0NH454354,2022,Hyundai,Santa Fe,used,1056.0,suv,35596.0,23695
1G1ZG5ST1RF143968,2024,Chevrolet,Malibu,new,1248.0,sedan,3.0,26104
1GC4YMEY4RF274800,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,3.0,68535
1GCPAEED6RZ155973,2024,Chevrolet,Silverado 1500,new,1279.0,truck,4.0,53489
1GCPAEED7RZ157697,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,52489
1GCUDGED6RZ155851,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,60499
1GNERKKW6PJ329564,2023,Chevrolet,Traverse,new,1268.0,suv,3.0,48420
3GCPABEK1RG190188,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,42734
3GCPABEK7RG190258,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,42734
3GCPAEED9RG155899,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,53199
3GKALMEV8LL338877,2020,GMC,Terrain,used,1131.0,suv,40989.0,18495
1FMDE7BH4RLA05241,2024,Ford,Bronco,new,938.0,suv,,52250
1FMSK8DH3RGA21376,2024,Ford,Explorer,new,961.0,suv,,52115
1FTFW1E8XPFA57357,2023,Ford,F-150,new,957.0,truck,13.0,65010
1FTFW1ED2PFD09230,2023,Ford,F-150,new,957.0,truck,,61890
1FTRF3BNXREC97990,2024,Ford,F-350 Super Duty,new,981.0,truck,,59220
1FTVW3L7XRWG04275,2024,Ford,F-150 Lightning,new,2441.0,truck,,74035
1FTVW5L74RWG04297,2024,Ford,F-150 Lightning,new,2441.0,truck,,81535
2C3CDZBT3MH516789,2021,Dodge,Challenger,used,1440.0,coupe,50925.0,26399
2FMHK6D82KBA04418,2019,Ford,Flex,used,1005.0,crossover,100538.0,15494
2FMPK4G93RBA84035,2024,Ford,Edge,new,955.0,suv,,38520
2FMPK4G95RBA03312,2024,Ford,Edge,new,955.0,suv,5.0,39920
2FMPK4K91RBA84168,2024,Ford,Edge,new,955.0,suv,,48055
3FMCR9B60PRE17164,2023,Ford,Bronco Sport,new,2371.0,suv,14.0,33180
3CZRZ2H58PM732483,2023,Honda,HR-V,certified pre-owned,2092.0,crossover,23986.0,26659
5FNYF6H83NB020394,2022,Honda,Pilot,used,865.0,suv,46263.0,36606
5J8TC1H58ML014812,2021,Acura,RDX,used,1341.0,suv,14657.0,33831
7FARW1H96LE011478,2020,Honda,CR-V,certified pre-owned,867.0,suv,58995.0,26946
1GKS2DKL5NR227578,2022,GMC,Yukon,used,1121.0,suv,50315.0,66853
2C3CDXBGXPH623818,2023,Dodge,Charger,used,1472.0,sedan,4106.0,27967
2HKRS3H24RH306577,2024,Honda,CR-V,used,867.0,suv,473.0,30998
3CZRU5H33NM744858,2022,Honda,HR-V,used,2092.0,crossover,24798.0,21122
5FNYF6H37LB050788,2020,Honda,Pilot,used,865.0,suv,49400.0,27998
5FNYG1H6XRB028013,2024,Honda,Pilot,new,865.0,suv,15.0,50935
5FNYG2H35RB004360,2024,Honda,Pilot,new,865.0,suv,15.0,40975
5FNYG2H43RB009386,2024,Honda,Pilot,new,865.0,suv,15.0,46625
